432181;7332972531224;STRETCH OXFORD SOLID SS;110;;34;;;40;900.00;310.00;2;SHIRTS SS;160;SHIRTS;WOMEN;4;BASIC;1;410;18028201;201601;Skjorter;70001;GANT STORE STORTINGSGATEN;110548;10.0000;1;135.380000
432181;7332972531231;STRETCH OXFORD SOLID SS;110;;36;;;40;900.00;310.00;2;SHIRTS SS;160;SHIRTS;WOMEN;4;BASIC;2;430;18028201;201601;Skjorter;70001;GANT STORE STORTINGSGATEN;110548;10.0000;1;135.380000
432181;7332972531248;STRETCH OXFORD SOLID SS;110;;38;;;40;900.00;310.00;2;SHIRTS SS;160;SHIRTS;WOMEN;4;BASIC;3;450;18028201;201601;Skjorter;70001;GANT STORE STORTINGSGATEN;110548;10.0000;1;135.380000
432181;7332972531255;STRETCH OXFORD SOLID SS;110;;40;;;40;900.00;310.00;2;SHIRTS SS;160;SHIRTS;WOMEN;4;BASIC;3;470;18028201;201601;Skjorter;70001;GANT STORE STORTINGSGATEN;110548;10.0000;1;135.380000
432181;7332972531262;STRETCH OXFORD SOLID SS;110;;42;;;40;900.00;310.00;2;SHIRTS SS;160;SHIRTS;WOMEN;4;BASIC;2;490;18028201;201601;Skjorter;70001;GANT STORE STORTINGSGATEN;110548;10.0000;1;135.380000
432181;7332972531279;STRETCH OXFORD SOLID SS;110;;44;;;40;900.00;310.00;2;SHIRTS SS;160;SHIRTS;WOMEN;4;BASIC;1;510;18028201;201601;Skjorter;70001;GANT STORE STORTINGSGATEN;110548;10.0000;1;135.380000
450963;7325700647939;BC. VOILE TUNIC DRESS;812;;34;;;40;1300.00;445.00;91;VISCOSE;210;DRESSES;WOMEN;1;GANT;2;410;18028202;201601;Kjoler;70001;GANT STORE STORTINGSGATEN;110548;10.0000;1;214.100000
450963;7325700647946;BC. VOILE TUNIC DRESS;812;;36;;;40;1300.00;445.00;91;VISCOSE;210;DRESSES;WOMEN;1;GANT;2;430;18028202;201601;Kjoler;70001;GANT STORE STORTINGSGATEN;110548;10.0000;1;214.100000
450963;7325700647953;BC. VOILE TUNIC DRESS;812;;38;;;40;1300.00;445.00;91;VISCOSE;210;DRESSES;WOMEN;1;GANT;2;450;18028202;201601;Kjoler;70001;GANT STORE STORTINGSGATEN;110548;10.0000;1;214.100000
450963;7325700647960;BC. VOILE TUNIC DRESS;812;;40;;;40;1300.00;445.00;91;VISCOSE;210;DRESSES;WOMEN;1;GANT;2;470;18028202;201601;Kjoler;70001;GANT STORE STORTINGSGATEN;110548;10.0000;1;214.100000
450963;7325700647977;BC. VOILE TUNIC DRESS;812;;42;;;40;1300.00;445.00;91;VISCOSE;210;DRESSES;WOMEN;1;GANT;2;490;18028202;201601;Kjoler;70001;GANT STORE STORTINGSGATEN;110548;10.0000;1;214.100000
450963;7325700647984;BC. VOILE TUNIC DRESS;812;;44;;;40;1300.00;445.00;91;VISCOSE;210;DRESSES;WOMEN;1;GANT;1;510;18028202;201601;Kjoler;70001;GANT STORE STORTINGSGATEN;110548;10.0000;1;214.100000
450975;7325700945134;G. DENIM SHIRT DRESS;989;;36;;;40;3200.00;1100.00;1;COTTON;210;DRESSES;WOMEN;8;DIAMOND G;1;430;18028750;201601;DIAMOND G;70001;GANT STORE STORTINGSGATEN;110548;10.0000;1;551.040000
450975;7325700945141;G. DENIM SHIRT DRESS;989;;38;;;40;3200.00;1100.00;1;COTTON;210;DRESSES;WOMEN;8;DIAMOND G;1;450;18028750;201601;DIAMOND G;70001;GANT STORE STORTINGSGATEN;110548;10.0000;1;551.040000
450975;7325700945158;G. DENIM SHIRT DRESS;989;;40;;;40;3200.00;1100.00;1;COTTON;210;DRESSES;WOMEN;8;DIAMOND G;1;470;18028750;201601;DIAMOND G;70001;GANT STORE STORTINGSGATEN;110548;10.0000;1;551.040000
450975;7325700945165;G. DENIM SHIRT DRESS;989;;42;;;40;3200.00;1100.00;1;COTTON;210;DRESSES;WOMEN;8;DIAMOND G;1;490;18028750;201601;DIAMOND G;70001;GANT STORE STORTINGSGATEN;110548;10.0000;1;551.040000
