432185;7332972532481;STRETCH OXFORD GINGHAM;455;;34;;;40;950.00;325.00;1;SHIRTS LS;160;SHIRTS;WOMEN;4;BASIC;1;410;18028145;201601;;70000;GANT STORE STRØMMEN STORSENTER;110547;10.0000;1;153.430000
432185;7332972532498;STRETCH OXFORD GINGHAM;455;;36;;;40;950.00;325.00;1;SHIRTS LS;160;SHIRTS;WOMEN;4;BASIC;2;430;18028145;201601;;70000;GANT STORE STRØMMEN STORSENTER;110547;10.0000;1;153.430000
432185;7332972532504;STRETCH OXFORD GINGHAM;455;;38;;;40;950.00;325.00;1;SHIRTS LS;160;SHIRTS;WOMEN;4;BASIC;3;450;18028145;201601;;70000;GANT STORE STRØMMEN STORSENTER;110547;10.0000;1;153.430000
432185;7332972532511;STRETCH OXFORD GINGHAM;455;;40;;;40;950.00;325.00;1;SHIRTS LS;160;SHIRTS;WOMEN;4;BASIC;3;470;18028145;201601;;70000;GANT STORE STRØMMEN STORSENTER;110547;10.0000;1;153.430000
432185;7332972532528;STRETCH OXFORD GINGHAM;455;;42;;;40;950.00;325.00;1;SHIRTS LS;160;SHIRTS;WOMEN;4;BASIC;2;490;18028145;201601;;70000;GANT STORE STRØMMEN STORSENTER;110547;10.0000;1;153.430000
432185;7332972532535;STRETCH OXFORD GINGHAM;455;;44;;;40;950.00;325.00;1;SHIRTS LS;160;SHIRTS;WOMEN;4;BASIC;1;510;18028145;201601;;70000;GANT STORE STRØMMEN STORSENTER;110547;10.0000;1;153.430000
432185;7332972532542;STRETCH OXFORD GINGHAM;455;;46;;;40;950.00;325.00;1;SHIRTS LS;160;SHIRTS;WOMEN;4;BASIC;1;530;18028145;201601;;70000;GANT STORE STRØMMEN STORSENTER;110547;10.0000;1;153.430000
450963;7325700647946;BC. VOILE TUNIC DRESS;812;;36;;;40;1300.00;445.00;91;VISCOSE;210;DRESSES;WOMEN;1;GANT;2;430;18028145;201601;;70000;GANT STORE STRØMMEN STORSENTER;110547;10.0000;1;214.100000
450963;7325700647953;BC. VOILE TUNIC DRESS;812;;38;;;40;1300.00;445.00;91;VISCOSE;210;DRESSES;WOMEN;1;GANT;2;450;18028145;201601;;70000;GANT STORE STRØMMEN STORSENTER;110547;10.0000;1;214.100000
450963;7325700647960;BC. VOILE TUNIC DRESS;812;;40;;;40;1300.00;445.00;91;VISCOSE;210;DRESSES;WOMEN;1;GANT;2;470;18028145;201601;;70000;GANT STORE STRØMMEN STORSENTER;110547;10.0000;1;214.100000
450963;7325700647977;BC. VOILE TUNIC DRESS;812;;42;;;40;1300.00;445.00;91;VISCOSE;210;DRESSES;WOMEN;1;GANT;1;490;18028145;201601;;70000;GANT STORE STRØMMEN STORSENTER;110547;10.0000;1;214.100000
450963;7325700647984;BC. VOILE TUNIC DRESS;812;;44;;;40;1300.00;445.00;91;VISCOSE;210;DRESSES;WOMEN;1;GANT;1;510;18028145;201601;;70000;GANT STORE STRØMMEN STORSENTER;110547;10.0000;1;214.100000
432185;7325700651622;STRETCH OXFORD GINGHAM;517;;34;;;40;950.00;325.00;1;SHIRTS LS;160;SHIRTS;WOMEN;4;BASIC;1;410;18028145;201601;;70000;GANT STORE STRØMMEN STORSENTER;110547;10.0000;1;153.430000
432185;7325700651639;STRETCH OXFORD GINGHAM;517;;36;;;40;950.00;325.00;1;SHIRTS LS;160;SHIRTS;WOMEN;4;BASIC;2;430;18028145;201601;;70000;GANT STORE STRØMMEN STORSENTER;110547;10.0000;1;153.430000
432185;7325700651646;STRETCH OXFORD GINGHAM;517;;38;;;40;950.00;325.00;1;SHIRTS LS;160;SHIRTS;WOMEN;4;BASIC;3;450;18028145;201601;;70000;GANT STORE STRØMMEN STORSENTER;110547;10.0000;1;153.430000
432185;7325700651653;STRETCH OXFORD GINGHAM;517;;40;;;40;950.00;325.00;1;SHIRTS LS;160;SHIRTS;WOMEN;4;BASIC;3;470;18028145;201601;;70000;GANT STORE STRØMMEN STORSENTER;110547;10.0000;1;153.430000
432185;7325700651660;STRETCH OXFORD GINGHAM;517;;42;;;40;950.00;325.00;1;SHIRTS LS;160;SHIRTS;WOMEN;4;BASIC;2;490;18028145;201601;;70000;GANT STORE STRØMMEN STORSENTER;110547;10.0000;1;153.430000
432185;7325700651677;STRETCH OXFORD GINGHAM;517;;44;;;40;950.00;325.00;1;SHIRTS LS;160;SHIRTS;WOMEN;4;BASIC;1;510;18028145;201601;;70000;GANT STORE STRØMMEN STORSENTER;110547;10.0000;1;153.430000
432185;7325700651684;STRETCH OXFORD GINGHAM;517;;46;;;40;950.00;325.00;1;SHIRTS LS;160;SHIRTS;WOMEN;4;BASIC;1;530;18028145;201601;;70000;GANT STORE STRØMMEN STORSENTER;110547;10.0000;1;153.430000
