R1;40;432181;7332972531224;STRETCH OXFORD SOLID SS;110;110;34;;40;Stk;;310,00;;10,0000;;900,00;WOMEN;;;;;160002;Gant Global AB;432181;310,00;;;;;;900,00;;201601;432181-110.jpg;nConcept=4|cConceptname=BASIC|SeqNrStr=410;;;;;;;;;;;;;2;;;;no;0;no;no;;;;;;;;;;;;;;;;;;;;;;;;135,38;;;;;;;;;;0;;;;;;;0;
R1;40;432181;7332972531231;STRETCH OXFORD SOLID SS;110;110;36;;40;Stk;;310,00;;10,0000;;900,00;WOMEN;;;;;160002;Gant Global AB;432181;310,00;;;;;;900,00;;201601;432181-110.jpg;nConcept=4|cConceptname=BASIC|SeqNrStr=430;;;;;;;;;;;;;2;;;;no;0;no;no;;;;;;;;;;;;;;;;;;;;;;;;135,38;;;;;;;;;;0;;;;;;;0;
R1;40;432181;7332972531248;STRETCH OXFORD SOLID SS;110;110;38;;40;Stk;;310,00;;10,0000;;900,00;WOMEN;;;;;160002;Gant Global AB;432181;310,00;;;;;;900,00;;201601;432181-110.jpg;nConcept=4|cConceptname=BASIC|SeqNrStr=450;;;;;;;;;;;;;2;;;;no;0;no;no;;;;;;;;;;;;;;;;;;;;;;;;135,38;;;;;;;;;;0;;;;;;;0;
R1;40;432181;7332972531255;STRETCH OXFORD SOLID SS;110;110;40;;40;Stk;;310,00;;10,0000;;900,00;WOMEN;;;;;160002;Gant Global AB;432181;310,00;;;;;;900,00;;201601;432181-110.jpg;nConcept=4|cConceptname=BASIC|SeqNrStr=470;;;;;;;;;;;;;2;;;;no;0;no;no;;;;;;;;;;;;;;;;;;;;;;;;135,38;;;;;;;;;;0;;;;;;;0;
R1;40;432181;7332972531262;STRETCH OXFORD SOLID SS;110;110;42;;40;Stk;;310,00;;10,0000;;900,00;WOMEN;;;;;160002;Gant Global AB;432181;310,00;;;;;;900,00;;201601;432181-110.jpg;nConcept=4|cConceptname=BASIC|SeqNrStr=490;;;;;;;;;;;;;2;;;;no;0;no;no;;;;;;;;;;;;;;;;;;;;;;;;135,38;;;;;;;;;;0;;;;;;;0;
R1;40;432181;7332972531279;STRETCH OXFORD SOLID SS;110;110;44;;40;Stk;;310,00;;10,0000;;900,00;WOMEN;;;;;160002;Gant Global AB;432181;310,00;;;;;;900,00;;201601;432181-110.jpg;nConcept=4|cConceptname=BASIC|SeqNrStr=510;;;;;;;;;;;;;2;;;;no;0;no;no;;;;;;;;;;;;;;;;;;;;;;;;135,38;;;;;;;;;;0;;;;;;;0;
R1;40;450963;7325700647939;BC. VOILE TUNIC DRESS;812;812;34;;40;Stk;;445,00;;10,0000;;1300,00;WOMEN;;;;;210091;Gant Global AB;450963;445,00;;;;;;1300,00;;201601;450963-812.jpg;nConcept=1|cConceptname=GANT|SeqNrStr=410;;;;;;;;;;;;;2;;;;no;0;no;no;;;;;;;;;;;;;;;;;;;;;;;;214,1;;;;;;;;;;0;;;;;;;0;
R1;40;450963;7325700647946;BC. VOILE TUNIC DRESS;812;812;36;;40;Stk;;445,00;;10,0000;;1300,00;WOMEN;;;;;210091;Gant Global AB;450963;445,00;;;;;;1300,00;;201601;450963-812.jpg;nConcept=1|cConceptname=GANT|SeqNrStr=430;;;;;;;;;;;;;2;;;;no;0;no;no;;;;;;;;;;;;;;;;;;;;;;;;214,1;;;;;;;;;;0;;;;;;;0;
R1;40;450963;7325700647953;BC. VOILE TUNIC DRESS;812;812;38;;40;Stk;;445,00;;10,0000;;1300,00;WOMEN;;;;;210091;Gant Global AB;450963;445,00;;;;;;1300,00;;201601;450963-812.jpg;nConcept=1|cConceptname=GANT|SeqNrStr=450;;;;;;;;;;;;;2;;;;no;0;no;no;;;;;;;;;;;;;;;;;;;;;;;;214,1;;;;;;;;;;0;;;;;;;0;
R1;40;450963;7325700647960;BC. VOILE TUNIC DRESS;812;812;40;;40;Stk;;445,00;;10,0000;;1300,00;WOMEN;;;;;210091;Gant Global AB;450963;445,00;;;;;;1300,00;;201601;450963-812.jpg;nConcept=1|cConceptname=GANT|SeqNrStr=470;;;;;;;;;;;;;2;;;;no;0;no;no;;;;;;;;;;;;;;;;;;;;;;;;214,1;;;;;;;;;;0;;;;;;;0;
