450963;7325700647939;BC. VOILE TUNIC DRESS;812;;34;;;40;1300.00;445.00;91;VISCOSE;210;DRESSES;WOMEN;1;GANT;1;410;18028935;201601;Woman Core;55001;GANT E-COMMERCE  DAME;110546;10.0000;1;214.100000
450963;7325700647946;BC. VOILE TUNIC DRESS;812;;36;;;40;1300.00;445.00;91;VISCOSE;210;DRESSES;WOMEN;1;GANT;2;430;18028935;201601;Woman Core;55001;GANT E-COMMERCE  DAME;110546;10.0000;1;214.100000
450963;7325700647953;BC. VOILE TUNIC DRESS;812;;38;;;40;1300.00;445.00;91;VISCOSE;210;DRESSES;WOMEN;1;GANT;2;450;18028935;201601;Woman Core;55001;GANT E-COMMERCE  DAME;110546;10.0000;1;214.100000
450963;7325700647960;BC. VOILE TUNIC DRESS;812;;40;;;40;1300.00;445.00;91;VISCOSE;210;DRESSES;WOMEN;1;GANT;2;470;18028935;201601;Woman Core;55001;GANT E-COMMERCE  DAME;110546;10.0000;1;214.100000
450963;7325700647977;BC. VOILE TUNIC DRESS;812;;42;;;40;1300.00;445.00;91;VISCOSE;210;DRESSES;WOMEN;1;GANT;1;490;18028935;201601;Woman Core;55001;GANT E-COMMERCE  DAME;110546;10.0000;1;214.100000
450963;7325700647984;BC. VOILE TUNIC DRESS;812;;44;;;40;1300.00;445.00;91;VISCOSE;210;DRESSES;WOMEN;1;GANT;1;510;18028935;201601;Woman Core;55001;GANT E-COMMERCE  DAME;110546;10.0000;1;214.100000
432183;7332972531941;STRETCH OXFORD BANKER;455;;34;;;40;950.00;325.00;1;SHIRTS LS;160;SHIRTS;WOMEN;4;BASIC;2;410;18028961;201601;Skjorter;55001;GANT E-COMMERCE  DAME;110546;10.0000;1;142.400000
432183;7332972531958;STRETCH OXFORD BANKER;455;;36;;;40;950.00;325.00;1;SHIRTS LS;160;SHIRTS;WOMEN;4;BASIC;3;430;18028961;201601;Skjorter;55001;GANT E-COMMERCE  DAME;110546;10.0000;1;142.400000
432183;7332972531965;STRETCH OXFORD BANKER;455;;38;;;40;950.00;325.00;1;SHIRTS LS;160;SHIRTS;WOMEN;4;BASIC;3;450;18028961;201601;Skjorter;55001;GANT E-COMMERCE  DAME;110546;10.0000;1;142.400000
432183;7332972531972;STRETCH OXFORD BANKER;455;;40;;;40;950.00;325.00;1;SHIRTS LS;160;SHIRTS;WOMEN;4;BASIC;2;470;18028961;201601;Skjorter;55001;GANT E-COMMERCE  DAME;110546;10.0000;1;142.400000
