99;1;04/09/18;BxMobile;1;40;GANT AB
1;1;40;;1;;04/09/18;;852002002;PREMIUM_TERRY_TOWEL_30X50;04/09/18;36;36;3,6;10;100;;2;30X50;;7310845390963;32,4;1;1
1;1;40;;1;;04/09/18;;852002002;PREMIUM_TERRY_TOWEL_30X50;04/09/18;36;36;3,6;10;100;;2;30X50;;7310845390963;32,4;1;1
1;1;40;;1;;04/09/18;;852002003;PREMIUM_TERRY_TOWEL_50X70;04/09/18;61;61;6,1;10;170;;2;50X70;;7310845391151;54,9;1;1
